313;3223534336.00;3223534591.00;AU
314;3223582720.00;3223582975.00;AU
315;3223949824.00;3223950079.00;AU
316;3223964416.00;3223964671.00;AU
317;3223991296.00;3223991551.00;AU
318;3223993344.00;3223994111.00;AU
319;3224016640.00;3224016895.00;AU
320;3224090880.00;3224091135.00;AU
321;3224094208.00;3224094463.00;AU
322;3224096512.00;3224097279.00;AU
323;3224101376.00;3224102399.00;AU
324;3224104704.00;3224104959.00;AU
325;3224399104.00;3224399615.00;AU
326;3224434688.00;3224434943.00;AU
327;3224651776.00;3224652287.00;AU
328;3224677120.00;3224678655.00;AU
329;3224680704.00;3224680959.00;AU
330;3224683520.00;3224684031.00;AU
331;3224791296.00;3224791807.00;AU
332;3224798976.00;3224799231.00;AU
333;3224799488.00;3224799743.00;AU
334;3224828672.00;3224828927.00;AU
335;3224855040.00;3224855551.00;AU
336;3224858624.00;3224858879.00;AU
337;3224878592.00;3224878847.00;AU
338;3224880640.00;3224880895.00;AU
339;3224883456.00;3224883711.00;AU
340;3224889344.00;3224889599.00;AU
341;3225060608.00;3225061631.00;AU
342;3225506304.00;3225508863.00;AU
343;3225518592.00;3225518847.00;AU
344;3225531904.00;3225532159.00;AU
345;3225540864.00;3225541119.00;AU
346;2055231488.00;2055233535.00;AU
347;2055274496.00;2055323647.00;AU
348;2055329792.00;2055331839.00;AU
349;2056519680.00;2056781823.00;AU
350;2056796160.00;2056798207.00;AU
351;2056806400.00;2056814591.00;AU
352;2059141120.00;2059403263.00;AU
353;2059862016.00;2059878399.00;AU
354;2059933696.00;2059935743.00;AU
355;2059941888.00;2059943935.00;AU
356;2059960320.00;2059964415.00;AU
357;2059968512.00;2059976703.00;AU
358;2060005376.00;2060025855.00;AU
359;2060058624.00;2060062719.00;AU
360;2060075008.00;2060091391.00;AU
361;2063097856.00;2063106047.00;AU
362;2063122432.00;2063138815.00;AU
363;2063335424.00;2063351807.00;AU
364;2063368192.00;2063370239.00;AU
365;2063372288.00;2063376383.00;AU
366;2063382528.00;2063384575.00;AU
367;2063581184.00;2063597567.00;AU
368;2063601664.00;2063605759.00;AU
369;2063622144.00;2063630335.00;AU
370;2063695872.00;2063859711.00;AU
371;2066907136.00;2066923519.00;AU
372;2066939904.00;2067005439.00;AU
373;2070052864.00;2070056959.00;AU
374;2070159360.00;2070167551.00;AU
375;2070183936.00;2070200319.00;AU
376;2070282240.00;2070347775.00;AU
377;2070396928.00;2070405119.00;AU
378;2070409216.00;2070413311.00;AU
379;2070691840.00;2070708223.00;AU
380;2070714368.00;2070716415.00;AU
381;2072518656.00;2072526847.00;AU
382;2075144192.00;2075148287.00;AU
383;2075160576.00;2075162623.00;AU
384;2076606464.00;2076639231.00;AU
385;2076737536.00;2076770303.00;AU
386;2077229056.00;2077491199.00;AU
387;2078797824.00;2078801919.00;AU
388;2079506432.00;2079508479.00;AU
389;2079522816.00;2079588351.00;AU
390;2080268288.00;2080276479.00;AU
391;2080325632.00;2080374783.00;AU
392;2080776192.00;2080784383.00;AU
393;2080829440.00;2080833535.00;AU
394;2081619968.00;2081652735.00;AU
